lat,long,province,name,type
52.24795459,-68.28674347,Quebec,Sept-Rivières--Caniapiscau,Unorganized
51.22486163,-58.48962417,Quebec,Minganie--Le Golfe-du-Saint-Laurent,Municipalité
50.21578337,-60.66314425,Quebec,Minganie--Le Golfe-du-Saint-Laurent,Indian reserve
45.06917719,-74.93779785,Ontario,"Stormont,Dundas and Glengarry",Township
45.31234781,-75.09090111,Ontario,Prescott and Russell,Village
44.30048179,-76.46181689,Ontario,Frontenac,City
44.71245591,-76.8130827,Ontario,Frontenac,Township
44.09760547,-77.75069143,Ontario,Northumberland,Municipality
42.73020159,-80.39230649,Ontario,Haldimand-Norfolk,City
44.25688704,-81.51001077,Ontario,Bruce,Municipality
44.68277603,-81.28942034,Ontario,Bruce,Indian reserve
45.85302033,-80.64345709,Ontario,Parry Sound,Indian reserve
45.91140761,-79.30354196,Ontario,Parry Sound,Unorganized
45.70208284,-82.62839591,Ontario,Manitoulin,Township
45.96023579,-81.99462177,Ontario,Manitoulin,Indian reserve
48.7462887,-86.37006885,Ontario,Thunder Bay,Town
49.19085866,-95.90831992,Manitoba,Division No.  1,Rural municipality
50.01720476,-97.11573434,Manitoba,Division No. 13,Rural municipality
50.55601557,-100.3024394,Manitoba,Division No. 15,Indian reserve
50.2482974,-99.84991083,Manitoba,Division No. 15,Town
51.90318332,-97.30604431,Manitoba,Division No. 19,Indian reserve
52.10820809,-101.2630759,Manitoba,Division No. 20,Town
53.15932991,-99.23890335,Manitoba,Division No. 21,Indian reserve
56.06845657,-95.59868669,Manitoba,Division No. 22,Indian settlement
56.46318219,-99.7628093,Manitoba,Division No. 23,Town
55.85697794,-92.09772566,Manitoba,Division No. 23,Indian reserve
49.14074526,-103.4873196,Saskatchewan,Division No.  2,Village
49.57377742,-104.914195,Saskatchewan,Division No.  2,Town
49.91589884,-104.6620472,Saskatchewan,Division No.  2,Rural municipality
50.06960855,-101.4981273,Saskatchewan,Division No.  5,Town
50.22225194,-103.8553781,Saskatchewan,Division No.  6,Rural municipality
50.4153419,-104.980128,Saskatchewan,Division No.  6,Town
50.77464795,-103.8222844,Saskatchewan,Division No.  6,Resort village
50.93689685,-104.7108265,Saskatchewan,Division No.  6,Village
51.14682253,-108.7562379,Saskatchewan,Division No.  8,Town
51.63549859,-102.438674,Saskatchewan,Division No.  9,Town
51.94180236,-102.5380026,Saskatchewan,Division No.  9,Town
51.2839856,-103.9338005,Saskatchewan,Division No. 10,Indian reserve
52.14480686,-106.6443262,Saskatchewan,Division No. 11,City
51.48220788,-107.5231483,Saskatchewan,Division No. 12,Village
52.04024763,-108.0439456,Saskatchewan,Division No. 12,Rural municipality
52.50858186,-108.2712448,Saskatchewan,Division No. 12,Indian reserve
51.4890667,-109.8326689,Saskatchewan,Division No. 13,Rural municipality
51.75063902,-108.7682444,Saskatchewan,Division No. 13,Rural municipality
52.33540081,-109.9389898,Saskatchewan,Division No. 13,Town
52.26340869,-109.825714,Saskatchewan,Division No. 13,Village
52.22755567,-109.6523265,Saskatchewan,Division No. 13,Village
52.92184071,-109.0627731,Saskatchewan,Division No. 13,Indian reserve
53.44076712,-102.8739417,Saskatchewan,Division No. 14,Indian reserve
52.32808203,-106.2875685,Saskatchewan,Division No. 15,Town
53.10859984,-105.6584437,Saskatchewan,Division No. 15,Rural municipality
53.19976783,-106.0600471,Saskatchewan,Division No. 15,Indian reserve
52.82831811,-106.8827582,Saskatchewan,Division No. 16,Town
53.02065118,-106.7414132,Saskatchewan,Division No. 16,Village
53.58315054,-107.1438321,Saskatchewan,Division No. 16,Indian reserve
53.12487986,-109.6131266,Saskatchewan,Division No. 17,Town
53.19487154,-109.7799575,Saskatchewan,Division No. 17,Town
53.35702187,-108.3474826,Saskatchewan,Division No. 17,Village
53.70064554,-109.8901767,Saskatchewan,Division No. 17,Indian reserve
59.34763525,-107.0056273,Saskatchewan,Division No. 18,Indian reserve
50.01970949,-113.5815491,Alberta,Division No.  3,Town
50.34833948,-113.7743608,Alberta,Division No.  3,Town
49.46370393,-113.2047999,Alberta,Division No.  3,Indian reserve
52.32153196,-112.7203766,Alberta,Division No.  7,Town
52.02935822,-113.956453,Alberta,Division No.  8,Town
52.47782713,-113.4433582,Alberta,Division No.  8,Village
53.37408933,-112.6614622,Alberta,Division No. 10,Town
53.66160838,-111.2279618,Alberta,Division No. 10,Village
52.97682104,-113.9596934,Alberta,Division No. 11,Summer village
53.73460276,-114.4085546,Alberta,Division No. 13,Summer village
53.6497287,-119.1879341,Alberta,Division No. 14,Improvement district
56.41298094,-111.1477758,Alberta,Division No. 16,Indian reserve
55.88056364,-113.5208963,Alberta,Division No. 17,Indian reserve
56.57133635,-114.6493024,Alberta,Division No. 17,Indian reserve
56.43569174,-116.1307537,Alberta,Division No. 17,Indian settlement
55.32967107,-119.5595649,Alberta,Division No. 19,Village
50.81444086,-116.1822097,British Columbia,East Kootenay,Regional district electoral area
49.54674504,-115.5995771,British Columbia,East Kootenay,Indian reserve
49.17605879,-121.9770016,British Columbia,Fraser Valley,Indian reserve
49.1145317,-121.9444985,British Columbia,Fraser Valley,Indian reserve
49.24203857,-122.001385,British Columbia,Fraser Valley,Indian reserve
49.10755552,-122.7954448,British Columbia,Greater Vancouver,City
48.80459133,-123.6163147,British Columbia,Cowichan Valley,Regional district electoral area
48.61539187,-123.5429065,British Columbia,Cowichan Valley,Regional district electoral area
49.1641968,-123.6712893,British Columbia,Nanaimo,Regional district electoral area
48.9404873,-125.5267651,British Columbia,Alberni-Clayoquot,Indian reserve
49.27409378,-126.0565368,British Columbia,Alberni-Clayoquot,Indian reserve
50.7154347,-124.9866023,British Columbia,Strathcona,Regional district electoral area
49.94496736,-120.9436509,British Columbia,Thompson-Nicola,Regional district electoral area
51.09292758,-121.5799885,British Columbia,Thompson-Nicola,Village
50.44244439,-121.7084308,British Columbia,Thompson-Nicola,Indian reserve
50.2841721,-121.6339974,British Columbia,Thompson-Nicola,Indian reserve
49.99172293,-119.7138598,British Columbia,Central Okanagan,Regional district electoral area
50.01103508,-119.3978844,British Columbia,Central Okanagan,Indian reserve
50.44453647,-119.3411476,British Columbia,Columbia-Shuswap,Indian reserve
54.28509999,-130.3006536,British Columbia,Skeena-Queen Charlotte,City
55.2566155,-127.6461128,British Columbia,Kitimat-Stikine,Village
57.06888201,-123.5183362,British Columbia,Peace River,Regional district electoral area
55.8441258,-121.6372759,British Columbia,Peace River,Indian reserve
56.3658714,-125.412319,British Columbia,Peace River,Indian reserve
59.49517755,-133.6480253,British Columbia,Stikine,Indian reserve
58.78670561,-122.5428311,British Columbia,Northern Rockies,Indian reserve
67.54438058,-63.90259411,Nunavut,Qikiqtaaluk,Hamlet
67.82408098,-115.2769178,Nunavut,Kitikmeot,Hamlet
47.09426731,-52.94188451,Newfoundland and Labrador,Division No.  1,Town
47.25764329,-53.5612357,Newfoundland and Labrador,Division No.  1,Subdivision of unorganized
47.49571314,-53.56500915,Newfoundland and Labrador,Division No.  1,Subdivision of unorganized
47.45735739,-53.36704794,Newfoundland and Labrador,Division No.  1,Subdivision of unorganized
47.48253734,-52.79720229,Newfoundland and Labrador,Division No.  1,City
47.47250108,-52.70485516,Newfoundland and Labrador,Division No.  1,Town
47.08921614,-55.75547963,Newfoundland and Labrador,Division No.  2,Town
48.95236394,-57.83170205,Newfoundland and Labrador,Division No.  5,Town
48.47905969,-53.56596494,Newfoundland and Labrador,Division No.  7,Subdivision of unorganized
48.54281724,-54.27701217,Newfoundland and Labrador,Division No.  7,Subdivision of unorganized
48.68750507,-54.53498028,Newfoundland and Labrador,Division No.  7,Subdivision of unorganized
49.01011358,-53.93695675,Newfoundland and Labrador,Division No.  7,Subdivision of unorganized
49.5965185,-55.66710563,Newfoundland and Labrador,Division No.  8,Town
49.94910813,-55.61073837,Newfoundland and Labrador,Division No.  8,Town
50.16450477,-57.44964476,Newfoundland and Labrador,Division No.  9,Subdivision of unorganized
46.01535211,-62.56991494,Prince Edward Island,Kings,Fire District
46.30665166,-62.63913317,Prince Edward Island,Kings,Fire District
46.49171633,-63.38424525,Prince Edward Island,Queens,Resort Municipality
46.26357296,-63.67848767,Prince Edward Island,Prince,Town
44.54921661,-65.62052207,Nova Scotia,Digby,Indian reserve
44.70570392,-65.50186757,Nova Scotia,Annapolis,Indian reserve
44.74351139,-65.5123181,Nova Scotia,Annapolis,Town
45.60035942,-61.71977787,Nova Scotia,Antigonish,Indian reserve
44.89818483,-66.88558788,New Brunswick,Charlotte,Rural community
46.06128854,-65.820327,New Brunswick,Queens,Parish
46.091853,-66.05962958,New Brunswick,Queens,Village
46.1715885,-65.88124211,New Brunswick,Queens,Village
45.50843034,-65.66153928,New Brunswick,Kings,Parish
45.92178329,-64.65055888,New Brunswick,Albert,Village
46.48386736,-64.72129284,New Brunswick,Kent,Parish
47.55812431,-68.30830089,New Brunswick,Madawaska,Parish
47.84419351,-64.61304914,New Brunswick,Gloucester,Parish
48.31504733,-66.55326263,Quebec,Avignon,Unorganized
48.99747285,-67.22910214,Quebec,La Matanie,Municipalité
47.76563763,-68.52032793,Quebec,Témiscouata,Municipalité
47.67317049,-69.58411045,Quebec,Kamouraska,Municipalité
46.84733805,-71.6204811,Quebec,La Jacques-Cartier,Ville
46.81440927,-71.2334093,Quebec,Québec,Paroisse (municipalité de)
46.2130901,-70.66377525,Quebec,Beauce-Sartigan,Municipalité
45.49746948,-71.08539367,Quebec,Le Granit,Municipalité
46.45336628,-72.14403122,Quebec,Bécancour,Paroisse (municipalité de)
45.85128257,-72.08968531,Quebec,Arthabaska,Ville
45.77322579,-71.94355478,Quebec,Les Sources,Ville
45.40352774,-71.23582355,Quebec,Le Haut-Saint-François,Municipalité
45.55870876,-72.31537145,Quebec,Le Val-Saint-François,Municipalité
45.37838338,-72.51203401,Quebec,La Haute-Yamaska,Village
45.61093197,-72.4148136,Quebec,Acton,Paroisse (municipalité de)
45.76464905,-72.49898799,Quebec,Drummond,Municipalité
46.33292212,-72.96780786,Quebec,Maskinongé,Paroisse (municipalité de)
46.11063776,-73.04905823,Quebec,D'Autray,Municipalité
45.85778241,-73.42648796,Quebec,L'Assomption,Ville
46.02092424,-73.33342503,Quebec,Joliette,Municipalité
46.37778907,-73.53121023,Quebec,Matawinie,Paroisse (municipalité de)
45.84570311,-73.60716956,Quebec,Montcalm,Municipalité
45.60540773,-73.72486409,Quebec,Laval,Ville
45.40231819,-73.45339605,Quebec,Roussillon,Ville
45.03051865,-74.48573235,Quebec,Le Haut-Saint-Laurent,Canton (municipalité de)
46.08125138,-74.46676716,Quebec,Les Laurentides,Municipalité
46.16995881,-74.58594779,Quebec,Les Laurentides,Ville
46.76253268,-75.24400725,Quebec,Antoine-Labelle,Municipalité
45.7866243,-75.36554113,Quebec,Papineau,Municipalité
45.63582681,-75.46094117,Quebec,Les Collines-de-l'Outaouais,Municipalité
45.73869002,-76.68964111,Quebec,Pontiac,Municipalité
47.35321408,-79.45415973,Quebec,Témiscamingue,Municipalité
48.73664473,-79.30226098,Quebec,Abitibi-Ouest,Paroisse (municipalité de)
48.46626745,-78.03871914,Quebec,Abitibi,Paroisse (municipalité de)
48.67634411,-78.12357859,Quebec,Abitibi,Municipalité
48.39284021,-71.84794928,Quebec,Lac-Saint-Jean-Est,Ville
48.11577273,-70.32831668,Quebec,Le Saguenay-et-son-Fjord,Municipalité
53.66944768,-78.43009098,Quebec,Nord-du-Québec,Village cri
45.547365,-74.9656947,Ontario,Prescott and Russell,Township
44.74533752,-75.64389301,Ontario,Leeds and Grenville,Township
45.15327259,-77.63159461,Ontario,Hastings,Township
44.08617786,-78.03719656,Ontario,Northumberland,Township
44.04980516,-79.46077393,Ontario,York,Town
43.07833723,-79.22517916,Ontario,Niagara,City
43.03285044,-80.88280318,Ontario,Oxford,Town
43.45205158,-81.61883234,Ontario,Huron,Municipality
45.31508421,-79.79455585,Ontario,Parry Sound,Township
46.36536696,-81.63158297,Ontario,Sudbury,Township
49.73122817,-86.5115493,Ontario,Thunder Bay,Indian reserve
49.79580058,-93.23485279,Ontario,Kenora,Municipality
52.32258697,-81.73534215,Ontario,Kenora,Indian reserve
49.60539536,-95.12319849,Ontario,Kenora,Indian reserve
52.1086103,-94.29431239,Ontario,Kenora,Indian reserve
52.63809791,-94.08193754,Ontario,Kenora,Indian reserve
53.80661483,-89.93397674,Ontario,Kenora,Indian reserve
56.00323784,-87.6885319,Ontario,Kenora,Indian reserve
49.70440862,-95.96157857,Manitoba,Division No.  1,Rural municipality
50.25773754,-96.12108965,Manitoba,Division No.  1,Rural municipality
49.01622143,-95.25961433,Manitoba,Division No.  1,Indian reserve
49.99686093,-99.3981537,Manitoba,Division No.  7,Municipality
49.89762534,-99.93601596,Manitoba,Division No.  7,Indian reserve
50.12918938,-96.51522474,Manitoba,Division No. 12,Rural municipality
50.72735198,-101.3691876,Manitoba,Division No. 16,Municipality
51.00003805,-99.44979705,Manitoba,Division No. 17,Municipality
51.15509256,-100.4380425,Manitoba,Division No. 17,Municipality
51.07123705,-97.65716564,Manitoba,Division No. 18,Rural municipality
52.51169078,-100.8616879,Manitoba,Division No. 19,Indian reserve
53.74042843,-94.92926097,Manitoba,Division No. 22,Indian reserve
49.13325924,-101.5067856,Saskatchewan,Division No.  1,Rural municipality
49.21024583,-102.0174331,Saskatchewan,Division No.  1,Village
49.83523093,-101.5268809,Saskatchewan,Division No.  1,Village
49.89786304,-103.1501894,Saskatchewan,Division No.  1,Indian reserve
49.85292818,-102.9382421,Saskatchewan,Division No.  1,Indian reserve
49.86491578,-102.914638,Saskatchewan,Division No.  1,Indian reserve
49.65372522,-103.4291388,Saskatchewan,Division No.  2,Rural municipality
49.9167545,-106.2088637,Saskatchewan,Division No.  3,Rural municipality
49.9395376,-105.9635454,Saskatchewan,Division No.  3,Town
50.00491248,-109.0732798,Saskatchewan,Division No.  4,Rural municipality
50.32700601,-102.3343247,Saskatchewan,Division No.  5,Indian reserve
50.54707544,-103.8751514,Saskatchewan,Division No.  6,Town
50.79709335,-103.8127998,Saskatchewan,Division No.  6,Resort village
50.13534856,-106.3857041,Saskatchewan,Division No.  7,Village
50.17279728,-106.629201,Saskatchewan,Division No.  7,Rural municipality
50.22087604,-107.855922,Saskatchewan,Division No.  8,Rural municipality
50.44116397,-108.7889931,Saskatchewan,Division No.  8,Rural municipality
50.59814346,-107.8055153,Saskatchewan,Division No.  8,Village
51.25567372,-102.6467467,Saskatchewan,Division No.  9,Rural municipality
51.5193852,-102.2183196,Saskatchewan,Division No.  9,Rural municipality
51.51986793,-103.9166009,Saskatchewan,Division No. 10,Rural municipality
51.98519677,-103.489006,Saskatchewan,Division No. 10,Rural municipality
51.3235237,-104.0814171,Saskatchewan,Division No. 10,Indian reserve
51.51101673,-105.0078515,Saskatchewan,Division No. 11,Town
52.26779652,-108.290386,Saskatchewan,Division No. 12,Rural municipality
51.75044565,-109.8477342,Saskatchewan,Division No. 13,Rural municipality
51.78344795,-108.64428,Saskatchewan,Division No. 13,Village
52.27258065,-109.7928699,Saskatchewan,Division No. 13,Rural municipality
52.79778601,-103.9620448,Saskatchewan,Division No. 14,Rural municipality
52.52604321,-106.7309679,Saskatchewan,Division No. 15,Town
53.00751488,-105.1441637,Saskatchewan,Division No. 15,Village
53.16586182,-106.5322043,Saskatchewan,Division No. 16,Village
53.44338312,-107.4504842,Saskatchewan,Division No. 16,Rural municipality
53.16306342,-106.7958273,Saskatchewan,Division No. 16,Indian reserve
56.01044927,-109.1166204,Saskatchewan,Division No. 18,Northern hamlet
54.06433884,-105.8022767,Saskatchewan,Division No. 18,Indian reserve
55.1156932,-105.7968303,Saskatchewan,Division No. 18,Indian reserve
50.04567145,-110.7017003,Alberta,Division No.  1,City
49.48163717,-111.1617064,Alberta,Division No.  1,Municipal district
49.4600491,-112.653597,Alberta,Division No.  2,Town
50.73139442,-111.9075721,Alberta,Division No.  2,Village
51.28372651,-111.4969229,Alberta,Division No.  4,Special area
50.56809828,-112.884182,Alberta,Division No.  5,Village
51.03253126,-113.8246139,Alberta,Division No.  6,City
52.35563883,-110.2549489,Alberta,Division No.  7,Town
52.78607471,-112.786618,Alberta,Division No. 10,Village
53.37377138,-110.4533183,Alberta,Division No. 10,Municipal district
53.23369205,-113.8234323,Alberta,Division No. 11,Municipal district
52.89001355,-113.5707546,Alberta,Division No. 11,Indian reserve
55.2768863,-111.7954223,Alberta,Division No. 12,Specialized municipality
55.08191316,-110.6087846,Alberta,Division No. 12,Improvement district
54.66624645,-111.8693092,Alberta,Division No. 12,Indian reserve
55.04333719,-111.5278704,Alberta,Division No. 12,Indian reserve
55.93323104,-110.7203381,Alberta,Division No. 16,Indian reserve
59.8693232,-111.6708992,Alberta,Division No. 16,Indian reserve
55.36375792,-115.4023048,Alberta,Division No. 17,Indian reserve
55.754779,-117.3362246,Alberta,Division No. 19,Village
55.75671698,-118.7074483,Alberta,Division No. 19,Village
49.03346971,-119.7209615,British Columbia,Okanagan-Similkameen,Indian reserve
49.91401136,-121.6863037,British Columbia,Fraser Valley,Regional district electoral area
49.28182716,-121.7788843,British Columbia,Fraser Valley,District municipality
49.33749141,-121.6075918,British Columbia,Fraser Valley,Indian reserve
49.44706182,-121.4342493,British Columbia,Fraser Valley,Indian reserve
49.1107326,-122.352751,British Columbia,Fraser Valley,Indian reserve
49.17005822,-123.1683683,British Columbia,Greater Vancouver,City
48.43034554,-123.413081,British Columbia,Capital,District municipality
49.12775108,-123.8759831,British Columbia,Nanaimo,Indian reserve
49.88506609,-124.4733417,British Columbia,Powell River,Regional district electoral area
49.4270422,-123.6586831,British Columbia,Sunshine Coast,Regional district electoral area
51.47049725,-122.1512476,British Columbia,Thompson-Nicola,Indian reserve
52.10762135,-121.9882861,British Columbia,Cariboo,Indian reserve
51.42156765,-124.0987983,British Columbia,Cariboo,Indian reserve
51.93130731,-123.1476955,British Columbia,Cariboo,Indian reserve
51.84130994,-122.1173629,British Columbia,Cariboo,Indian reserve
55.10760497,-129.429734,British Columbia,Kitimat-Stikine,Nisga’a land
54.87921027,-125.126248,British Columbia,Bulkley-Nechako,Indian reserve
55.32357595,-126.6210489,British Columbia,Bulkley-Nechako,Indian reserve
56.7967165,-124.9080747,British Columbia,Peace River,Indian settlement
62.10000081,-136.2568297,Yukon,Yukon,Village
60.54677122,-135.0457638,Yukon,Yukon,Unorganized
63.85466553,-116.3161923,Northwest Territories,Region 3,Unorganized
62.41187849,-114.3087472,Northwest Territories,Region 6,Settlement
64.22351078,-76.53749014,Nunavut,Qikiqtaaluk,Hamlet
68.5325411,-89.8230117,Nunavut,Kitikmeot,Hamlet
46.99991856,-53.49031396,Newfoundland and Labrador,Division No.  1,Subdivision of unorganized
47.34492236,-53.15142511,Newfoundland and Labrador,Division No.  1,Town
48.17126771,-58.80758278,Newfoundland and Labrador,Division No.  4,Subdivision of unorganized
48.41285962,-58.49749894,Newfoundland and Labrador,Division No.  4,Town
48.65223771,-58.98749901,Newfoundland and Labrador,Division No.  4,Town
49.13513388,-55.37311172,Newfoundland and Labrador,Division No.  6,Town
48.6353351,-53.78105743,Newfoundland and Labrador,Division No.  7,Town
48.79896708,-54.21252674,Newfoundland and Labrador,Division No.  7,Town
48.8566717,-54.03254953,Newfoundland and Labrador,Division No.  7,Town
49.36473319,-54.29096506,Newfoundland and Labrador,Division No.  8,Town
51.17388645,-56.72939562,Newfoundland and Labrador,Division No.  9,Subdivision of unorganized
53.01928596,-60.96219268,Newfoundland and Labrador,Division No. 10,Subdivision of unorganized
53.33958631,-60.44666729,Newfoundland and Labrador,Division No. 10,Town
56.52949596,-61.7482372,Newfoundland and Labrador,Division No. 11,Town
46.27405024,-63.00928239,Prince Edward Island,Queens,Fire District
46.45862212,-63.31675043,Prince Edward Island,Queens,Town
46.35043867,-63.49288572,Prince Edward Island,Queens,Rural municipality
46.97210731,-64.04590912,Prince Edward Island,Prince,Fire District
45.22331804,-64.430676,Nova Scotia,Kings,Subdivision of county municipality
45.05315804,-64.32723027,Nova Scotia,Kings,Subdivision of county municipality
45.09055002,-63.49272463,Nova Scotia,Hants,Indian reserve
45.40646571,-66.62177645,New Brunswick,Charlotte,Parish
45.3362027,-66.24773045,New Brunswick,Kings,Town
45.66328596,-65.29413723,New Brunswick,Kings,Parish
46.03820013,-65.04744966,New Brunswick,Westmorland,Village
46.67950831,-64.98902544,New Brunswick,Kent,Parish
46.92189306,-65.8838408,New Brunswick,Northumberland,Indian reserve
47.33954002,-65.15135089,New Brunswick,Northumberland,Indian reserve
46.10436663,-67.59686839,New Brunswick,Carleton,Indian reserve
46.33156462,-67.35874062,New Brunswick,Carleton,Parish
46.36215074,-67.60486418,New Brunswick,Carleton,Parish
47.79288906,-66.26162449,New Brunswick,Restigouche,Parish
47.76738542,-64.8532402,New Brunswick,Gloucester,Parish
47.78183899,-64.82825413,New Brunswick,Gloucester,Village
48.94182571,-65.25129447,Quebec,La Côte-de-Gaspé,Unorganized
49.19907383,-65.79660646,Quebec,La Haute-Gaspésie,Village
48.05447071,-65.34788549,Quebec,Bonaventure,Municipalité
48.15244271,-65.82372487,Quebec,Bonaventure,Ville
48.54245215,-67.32087677,Quebec,La Matapédia,Paroisse (municipalité de)
48.98871685,-67.45125471,Quebec,La Matanie,Municipalité
48.33731506,-68.28595143,Quebec,Rimouski-Neigette,Paroisse (municipalité de)
47.94590896,-68.88728712,Quebec,Les Basques,Municipalité
47.94624171,-69.51447216,Quebec,Rivière-du-Loup,Municipalité
47.93097351,-68.55429231,Quebec,Témiscouata,Municipalité
47.78495742,-68.99219357,Quebec,Témiscouata,Municipalité
47.58878814,-69.60653503,Quebec,Kamouraska,Paroisse (municipalité de)
47.07638099,-69.89787179,Quebec,L'Islet,Municipalité
46.86111435,-70.40722169,Quebec,Montmagny,Municipalité
46.6491979,-70.77120027,Quebec,Bellechasse,Municipalité
46.96318159,-70.95543874,Quebec,L'Île-d'Orléans,Municipalité
47.19741265,-70.76015075,Quebec,La Côte-de-Beaupré,Municipalité
47.0608329,-71.09208544,Quebec,La Côte-de-Beaupré,Ville
46.75030995,-71.48720684,Quebec,Québec,Ville
46.44273272,-71.00309899,Quebec,La Nouvelle-Beauce,Ville
46.51200664,-71.07739475,Quebec,La Nouvelle-Beauce,Municipalité
46.5869864,-70.30078397,Quebec,Les Etchemins,Municipalité
45.71688639,-71.18865426,Quebec,Le Granit,Municipalité
45.89135169,-71.22681825,Quebec,Les Appalaches,Paroisse (municipalité de)
46.22342171,-71.08147722,Quebec,Les Appalaches,Municipalité
46.54984107,-71.44609741,Quebec,Lotbinière,Municipalité
46.52144575,-71.57068402,Quebec,Lotbinière,Municipalité
46.54266642,-71.63817357,Quebec,Lotbinière,Village
46.69705575,-71.78869984,Quebec,Portneuf,Ville
46.67628486,-72.04091549,Quebec,Portneuf,Ville
45.88571328,-71.65096169,Quebec,Arthabaska,Canton (municipalité de)
45.48212469,-71.64551945,Quebec,Le Haut-Saint-François,Canton (municipalité de)
45.18327196,-72.57159998,Quebec,Brome-Missisquoi,Village
45.71239559,-72.41709617,Quebec,Drummond,Municipalité
45.93180409,-72.5873664,Quebec,Drummond,Paroisse (municipalité de)
45.59586236,-73.09495672,Quebec,Les Maskoutains,Village
45.56694825,-72.70568887,Quebec,Les Maskoutains,Municipalité
45.79481761,-72.83891213,Quebec,Les Maskoutains,Municipalité
45.45014433,-73.05230594,Quebec,Rouville,Municipalité
45.05144469,-73.29686522,Quebec,Le Haut-Richelieu,Municipalité
46.17712706,-73.70681769,Quebec,Matawinie,Municipalité
45.73236074,-73.6850836,Quebec,Les Moulins,Ville
45.15516054,-73.52604987,Quebec,Les Jardins-de-Napierville,Municipalité
45.54029687,-74.37227012,Quebec,Vaudreuil-Soulanges,Village
46.05391031,-74.79908145,Quebec,Les Laurentides,Canton (municipalité de)
46.21838387,-74.37510646,Quebec,Les Laurentides,Municipalité
